Category,cleaned_resume
Electrical Engineering,"Basic Computer, Electrical Machine, Electrical wiring, Solar power Plant, Distribution Substation, Solar power plant Installation, Maintenance, Transmission and Distribution Line, Installation"
Electrical Engineering,"Troubleshooting, Maintenance, Electrical Maintenance, Mechanical Maintenance, Diesel Generator Maintenance, HT/LT Switchgear, Protection Systems, Circuit Breaker Handling, Transformer Maintenance, STP Maintenance, WTP Maintenance, Air Blower Maintenance, Actuators, Soft Starter Maintenance, EOT Crane, Mono Rail, Pump Maintenance, Hydraulic Machine Maintenance, Rolling Machine Maintenance, Lath Machine Maintenance, Drill Machine Maintenance, AHU, HVAC, Chiller Maintenance, PLC/SCADA Operation, Switchgear Troubleshooting, Control Panel Troubleshooting, Pump Troubleshooting, Motor Troubleshooting, UPS Maintenance, Battery Charger Maintenance, Battery Bank Maintenance, Motor Testing, Power Factor Monitoring, Submersible Pump Maintenance, MCC Panel Maintenance, PCC Panel Maintenance, Motor Servicing, Problem Solving, Preventive Maintenance, Predictive Maintenance, Electrical Safety, Safety Equipment Usage, Lockout/Tagout Procedures, Work Permit Issuance, Protective Equipment Usage"
Electrical Engineering,"MC Office, AutoCAD 2016, Introductory Knowledge of EPLAN, SAP-ERP, project management, Electrical Design, Electrical Technical Specification, Electrical Data Sheet, Electrical Single Line Diagram (SLD), Hazardous Area Classification, Electrical Indoor and Outdoor Lighting Layout, Earthing and Lightning Protection, Substation Equipment Layout, Cable Layout Drawing, Bill of Material (BOM), Technical design, Commercial Bidding, Negotiation, Market survey, Electrical Engineering Design, NEC, IEC, CSA, IECEx, ATEX, UL, FM, NFPA, API codes and standards, RCA, DFMEA, Technical Quotation, Technical Query, Technical Bid Evaluation, Vendor Development, Factory Acceptance Test (FAT), Site Acceptance Test (SAT), Operation & Maintenance of Electrical Drives, Electrical Operation & Maintenance of Power Plant, Certified Course in AutoCAD"
Electrical Engineering,"Microsft office and excell, power point, Nuclear biological Chemical Defence, Damage Control, Fire fighting, Leadership, Management, Advance Fire Fighting, Industrial Safety"
Electrical Engineering,"achievement oriented, people management skills, problem solving, coordination, analysis, strong communication, interpersonal skills, learning skills, organizing skills, time management, ability to manage stress, handle multiple tasks, project scheduling, engineering design, technical specifications, process automation, technical documentation, estimation and pricing, vendor communication, power distribution design, AutoCAD, installation, commissioning, troubleshooting, programming, Siemens PLC, field instrument calibration, loop testing, electrical maintenance, operation management, predictive maintenance, preventive maintenance, root cause analysis, budgeting, cost control, overhauling, maintenance of electrical equipment, monitoring plans/schedules"
Electrical Engineering,"Basic Computer, Electrical Machine, Electrical wiring, Solar power Plant, Distribution Substation, Solar power plant Installation, Maintenance, Transmission and Distribution Line, Installation"
Electrical Engineering,"Troubleshooting, Maintenance, Electrical Equipment, Electrical Maintenance, Mechanical Maintenance, Diesel Generator Set, HT/LT Switchgear, Protection System, Relays, Interlocking, HT Vacuum Circuit Breaker, SF6 Circuit Breaker, Transformer Maintenance, LT Air Circuit Breaker, STP Maintenance, WTP Maintenance, Air Blower Maintenance, Actuators, Soft Starter, EOT Crane, Mono Rail, Centrifugal Pumps, Vertical Pumps, Hydraulic Machine, Rolling Machine, Lath Machine, Drill Machine, AHU, HVAC, Chiller, PLC Operation, SCADA Operation, Switchgear Troubleshooting, Control Panel Troubleshooting, Pump Troubleshooting, Motor Troubleshooting, UPS Maintenance, Battery Charger Maintenance, Battery Bank Maintenance, Motor Testing, Power Factor Monitoring, Submersible Pump Maintenance, MCC Maintenance, PCC Panel Maintenance, Motor Servicing, Problem Solving, Preventive Maintenance, Predictive Maintenance, Equipment Reliability, Electrical Safety, Safety Equipment, Lockout, Tag out, Work Permit, Protective Equipment Usage"
Electrical Engineering,"MC Office, AutoCAD 2016, Introductory Knowledge of EPLAN, SAP-ERP for Product specific coding, Fluent in English, Good knowledge of international standards and rules like ISO, ATEX, NFPA, IEC, NEC, Shell DEP, Industrial Electrical Design Engineering, Electrical Design Basis, Electrical Scope of work, Electrical Technical Specification, Electrical Data Sheet, Electrical Single Line Diagram (SLD), Hazardous Area Classification, Electrical Indoor and Outdoor Lighting Layout, Earthing and Lightning Protection Layout Drawing, Substation Equipment and Trench Layout Drawing, Overall Cable Layout Drawing, Bill of Material (BOM), MR for Electrical Equipment and Cable Schedules, Project Management, Technical Design, Commercial Bidding, Negotiation, Market Survey, Conversant with AutoCAD, Introductory knowledge of ETAP, Excellent Verbal / Written Communication, Applying NEC, IEC, CSA, IECEx, ATEX, UL, FM, NFPA, API codes and standards, RCA, DFMEA, Technical Quotation, Technical Query, Technical Bid Evaluation, Vendor Development, Factory Acceptance Test (FAT), Site Acceptance Test (SAT), Operation & Maintenance of Electrical Drives, Electrical Operation & Maintenance of Power Plant."
Electrical Engineering,"Microsft office and excell, power point, Nuclear biological Chemical Defence, Damage Control, Fire fighting, Leadership, Management, Advance Fire Fighting, Industrial Safety"
Electrical Engineering,"Achievement oriented, people management skills, ability to manage change, problem solving, coordination, analysis, strong communication, interpersonal skills, learning skills, organizing skills, ability to manage stress, time management, multitasking, project management, preparing project schedules, engineering designs, technical specifications, process automation, technical documentation, estimation, vendor communication, power distribution, AutoCAD, installation, commissioning, troubleshooting, programming, calibration, hands-on experience in maintenance, electrical power systems management, mechanical maintenance, predictive maintenance, preventive maintenance, root cause analysis, budgeting, cost control, monitoring plans, reporting."
Electrical Engineering,"Basic Computer, Electrical Machine, Electrical wiring, Solar power Plant, Distribution Substation, Solar power plant Installation, Maintenance, Transmission and Distribution Line, Installation"
Electrical Engineering,"Troubleshooting, Maintenance, Electrical Equipment, Electrical and Mechanical Maintenance, Diesel Generator Set, HT/LT Switchgear, Protection System, Relays, Interlocking, HT Vacuum Circuit Breaker, SF6 Circuit Breaker, Transformer, LT Air Circuit Breaker, STP Maintenance, WTP Maintenance, Air Blower, Actuators, Soft Starter, EOT Crane, Mono Rail, Centrifugal Pumps, Vertical Pumps, Hydraulic Machine, Rolling Machine, Lath Machine, Drill Machine, AHU, HVAC, Chiller, PLC, SCADA, Troubleshooting, Control Panel, Pump, Motor, UPS Maintenance, Battery Charger, Battery Bank, Motor Testing, Power Factor Monitoring, Submersible Pump Maintenance, MCC Panel Maintenance, PCC Panel Maintenance, Motor Servicing, Problem Solving, Preventive Maintenance, Predictive Maintenance, Equipment Reliability, Electrical Safety, Safety Equipment, Lockout, Tagout, Work Permit, Protective Equipment"
Electrical Engineering,"MC Office, AutoCAD 2016, Introductory Knowledge of EPLAN, SAP-ERP for Product specific coding, Electrical Design, Electrical Scope of work, Electrical Technical Specification, Electrical Data Sheet, Electrical Single Line Diagram (SLD), Hazardous Area Classification, Electrical Indoor and Outdoor Lighting Layout, Earthing and Lightning Protection Layout Drawing, Substation Equipment and Trench Layout Drawing, Overall Cable Layout Drawing, Bill of Material (BOM), Technical design, Commercial Bidding, Negotiation, Market survey, Electrical Operation & Maintenance, Vendor Development, Technical Quotation, Technical Query, Technical Bid Evaluation, Project management, RCA, DFMEA, NEC, IEC, CSA, IECEx, ATEX, UL, FM, NFPA, API codes and standards, Fluent in English."
Electrical Engineering,"Microsft office and excell, power point, Nuclear biological Chemical Defence, Damage Control, Fire fighting, Leadership, Management, Advance Fire Fighting, Industrial Safety"
Electrical Engineering,"achievement oriented, people management, problem solving, coordination, analysis, strong communication, interpersonal skills, learning, organizing skills, stress management, time management, multitasking, project management, electrical engineering, project scheduling, engineering design, technical specifications, process automation, technical documentation, estimation, vendor communication, power distribution, AutoCAD, installation, commissioning, troubleshooting, programming, Siemens PLC, calibration, loop testing, maintenance, operation, mechanical maintenance, predictive maintenance, preventive maintenance, root cause analysis, budgeting, cost control, overhauling, protection systems, power monitoring"
Electrical Engineering,"Basic Computer, Electrical Machine, Electrical wiring, Solar power Plant, Distribution Substation, Solar power plant Installation, Maintenance, Transmission and Distribution Line, Installation"
Electrical Engineering,"Troubleshooting, Maintenance, Electrical Maintenance, Mechanical Maintenance, Diesel Generator Maintenance, HT/LT Switchgear, Protection Systems, Interlocking, Circuit Breaker Handling, Transformer Maintenance, STP Maintenance, WTP Maintenance, Air Blower Maintenance, Actuators, Soft Starter, EOT Crane, Mono Rail, Centrifugal Pumps, Vertical Pumps, Hydraulic Machine Maintenance, Rolling Machine, Lath Machine, Drill Machine, AHU, HVAC, Chiller Maintenance, PLC/SCADA Operation, Switchgear Troubleshooting, Control Panel Troubleshooting, Pump Troubleshooting, Motor Troubleshooting, UPS Maintenance, Battery Charger Maintenance, Battery Bank Maintenance, Motor Testing, Relay Monitoring, Power Factor Monitoring, Submersible Pump Maintenance, MCC Maintenance, PCC Panel Maintenance, Motor Servicing, Problem Solving, Preventive Maintenance, Predictive Maintenance, Log Book Maintenance, Electrical Safety Knowledge, Safety Equipment Familiarity, Lockout/Tagout, Work Permit Issuance, Protective Equipment Usage."
Operations Manager,"Operations Management, Service Delivery Management, Project Management, Transitions Management, Talent Management, Technical Support, CRM Support, SQL Server, Performance Management, Training and Development, Risk and Control Self-Assessments, Auditing, Coaching, Metrics Reporting, Process Improvement, Compliance Monitoring, Hiring, Employee Development, Communication Skills, Team Management, Client Relations, Negotiation Skills, Problem Solving, Time Management, Leadership Skills, Data Analysis, Root Cause Analysis, E-learning Development, Quality Assurance, Efficiency Projects, Customer Service Skills, Vendor Management."
Operations Manager,"Multi - Operations Management, People Management, Customer Services, MIS, Vendor & Client Services Management, Cross Functional Coordination, Banking & Financial Services, Transaction Monitoring, ATM Operations, Prepaid Card Operations, POS Operations, Effective communication, Relationship building, Interpersonal skills, Strong analytical skills, Problem solving, Organizational abilities, Leadership qualities, Customer centric operations, Customer satisfaction, Service quality norms, Operational problem analysis, Customer complaint resolution, Key customer inquiries management, Banking back-end operations, Risk analysis, Delinquency management, Recoveries maximization, Credit losses minimization, Training needs analysis, Training program development, MIS report preparation, Process performance measurement, Efficiency measurement, SLA adherence, Vendor SLA analysis, Vendor payment issue resolution, Operations planning, Project objectives achievement, Software development collaboration, Team building, Process information detailing, PIN generation maintenance, Chargeback management, Email customer services management, Transaction monitoring management, BCP plan execution, Quality maintenance in operations, Quality parameters adherence, External audit engagement, Findings presentation, Quality report development, Coaching and mentoring, Communication improvement, Time management, Decision making, Organization skills, Analytical skills, Process gap determination, Training program design, Operational efficiency enhancement, Talent retention, Customer satisfaction standards, Policy and procedure development, Customer feedback resolution, KYC document collection, Concurrent audit progress management, Technical issue analysis, Stakeholder interaction, Process adherence management, EDC terminal stock management, Terminal deployment management, Multiple terminal make and model management, Application QC management."
