Field,Career,GPA,Extracurricular_Activities,Internships,Projects,Leadership_Positions,Field_Specific_Courses,Research_Experience,Coding_Skills,Communication_Skills,Problem_Solving_Skills,Teamwork_Skills,Analytical_Skills,Presentation_Skills,Networking_Skills,Industry_Certifications
Physics,Brand Manager,3.2,1,1,4,0,5,0,3,3,3,4,4,3,2,0
Education,Nuclear Physicist,4.7,3,1,0,1,9,0,4,1,0,1,0,2,0,0
Marketing,Advertising Manager,2.9,6,1,1,1,5,0,4,3,0,3,1,4,4,0
Biology,Brand Manager,4.2,7,2,0,1,5,1,3,4,4,1,4,2,0,1
Education,Social Media Manager,3.0,4,1,2,1,4,1,3,4,0,3,3,1,4,0
Finance,Manager,2.6,8,1,3,0,7,0,4,3,2,4,3,1,1,1
Art,Organic Chemist,3.9,3,2,3,0,4,1,4,1,0,0,1,4,1,1
Medicine,Curriculum Developer,2.8,3,0,4,1,1,0,2,2,4,4,4,0,2,0
Medicine,Conductor,4.2,5,0,4,1,1,0,4,0,3,2,0,0,0,0
Medicine,Landscape Architect,2.8,9,0,1,0,2,1,3,3,2,3,3,3,2,1
Music,AI Researcher,3.9,6,1,0,0,1,1,1,4,1,1,1,3,2,0
Music,Musician,3.0,5,0,3,1,6,1,3,2,2,2,4,0,1,1
Art,Illustrator,4.7,7,2,3,1,5,0,0,1,3,3,1,2,3,0
Computer Science,Human Resources Specialist,4.6,8,1,0,0,6,1,3,1,1,3,1,1,4,0
Law,Web Developer,4.0,1,1,1,0,6,0,3,4,0,2,3,0,2,0
Chemistry,Interior Designer,4.5,3,0,0,1,8,0,1,0,1,4,2,1,0,1
Psychology,Accountant,3.2,9,1,4,0,0,1,4,3,0,4,2,1,3,0
Biology,Urban Planner,4.7,0,1,1,0,2,0,2,1,4,2,3,3,0,1
Marketing,Education Administrator,4.0,2,0,2,0,4,0,0,3,0,3,2,2,0,0
Education,Counselor,3.4,9,2,2,0,2,1,1,3,3,4,0,3,4,1
Music,Illustrator,4.5,6,0,1,1,4,0,1,3,3,1,3,3,3,0
Chemistry,Game Developer,3.3,1,2,1,1,6,1,3,3,3,1,0,2,3,1
Art,Biochemist,4.8,3,2,3,1,0,0,1,2,1,2,3,2,4,0
Law,Accountant,2.8,4,2,3,1,2,0,0,1,3,4,0,0,2,0
Medicine,Biomedical Engineer,2.9,4,1,1,1,7,1,1,1,2,2,4,3,4,1
Engineering,Landscape Architect,2.9,3,1,3,0,3,1,0,2,1,4,1,4,4,1
Biology,Principal,4.7,3,1,4,0,8,0,0,1,4,4,2,1,3,0
Art,AI Researcher,3.8,6,1,2,0,1,1,1,1,3,1,2,3,3,1
Biology,AI Researcher,2.7,5,2,0,0,7,0,1,4,2,2,2,0,4,1
Computer Science,Electrical Engineer,4.8,6,0,0,0,9,0,1,3,3,2,4,4,4,1
Medicine,Paralegal,3.5,3,0,2,1,7,1,0,2,4,0,3,1,4,1
Chemistry,Accountant,2.5,7,2,2,0,8,1,2,0,3,3,4,1,4,1
Chemistry,Marketing Specialist,3.1,2,1,3,1,7,0,3,1,3,0,4,2,0,0
Medicine,Counselor,4.4,2,1,2,1,2,1,1,1,2,4,2,0,1,0
Art,Chemist,3.4,9,2,1,0,9,1,2,1,3,3,0,1,1,0
Business,School Counselor,4.6,1,0,2,0,4,1,2,1,4,4,4,1,1,0
Law,Judge,3.0,1,0,4,0,9,0,0,0,2,0,3,0,0,0
Architecture,Web Developer,4.1,9,1,4,0,5,1,1,1,2,2,4,2,0,0
Education,Illustrator,3.0,0,0,0,0,1,1,2,1,0,4,4,1,4,1
Art,Forensic Psychologist,2.5,0,2,2,0,3,0,4,3,3,4,2,2,1,0
Psychology,Credit Analyst,3.5,4,0,3,1,3,0,2,1,3,0,4,1,2,1
Biology,Marketing Manager,4.7,6,0,1,1,8,1,0,3,1,2,3,2,4,0
Computer Science,Ecologist,3.9,7,1,1,1,8,0,1,3,1,2,2,3,1,1
Architecture,Social Media Manager,4.8,6,2,4,1,4,1,2,4,1,4,4,1,4,1
Chemistry,Music Teacher,3.4,6,1,2,0,5,1,0,3,0,0,4,0,4,1
Business,Clinical Psychologist,4.1,5,1,4,1,5,0,1,2,3,2,3,3,0,0
Finance,Teacher,4.7,2,2,4,0,9,0,4,3,0,0,4,3,1,0
Education,Legal Analyst,3.6,7,2,1,0,8,1,2,1,0,2,2,3,3,0
Computer Science,Judge,3.0,5,0,2,1,1,0,4,4,2,2,2,3,3,0
Medicine,Acoustics Specialist,2.9,9,0,0,1,5,1,1,4,4,3,1,3,3,0
Marketing,Urban Planner,3.0,0,1,1,0,6,1,0,0,0,2,0,2,3,0
Psychology,Analytical Chemist,3.5,4,1,0,1,8,0,0,0,4,1,2,1,1,1
Physics,Credit Analyst,3.3,9,0,1,0,0,0,4,0,3,4,3,1,4,1
Medicine,Quantum Physicist,3.0,9,0,0,0,7,0,0,0,4,3,1,3,3,1
Engineering,Special Education Teacher,3.1,7,0,3,0,3,0,1,3,1,3,3,0,4,0
Chemistry,Electrical Engineer,4.8,8,1,2,1,7,1,3,4,1,1,0,0,0,0
Chemistry,AI Researcher,4.4,9,0,2,0,5,0,3,3,0,2,2,1,2,1
Computer Science,Teacher,3.8,3,2,4,1,7,0,2,0,0,4,4,2,4,0
Business,Physicist,3.0,2,2,3,1,2,1,2,3,2,0,1,2,4,1
Business,Organic Chemist,4.4,7,0,1,1,8,1,1,2,4,3,3,2,1,0
Psychology,Graphic Designer,4.0,5,0,3,1,7,0,1,0,3,3,2,4,1,0
Architecture,Fluid Mechanics Engineer,3.2,8,0,3,1,6,1,2,0,0,4,3,3,1,1
Computer Science,Nurse,4.3,7,0,4,0,4,0,3,4,2,3,2,2,2,0
Psychology,Manager,2.8,1,2,1,0,1,1,1,2,3,2,0,0,2,0
Medicine,Biotechnologist,2.8,5,2,4,0,1,0,3,4,2,3,2,4,1,1
Biology,Microbiologist,4.3,9,1,0,1,0,1,3,3,3,0,0,2,3,1
Psychology,Surgeon,3.4,3,2,0,1,0,0,2,2,0,4,2,3,3,1
Finance,Principal,3.8,5,1,4,0,5,1,4,4,1,0,1,4,1,1
Chemistry,Marketing Manager,3.1,3,1,4,1,8,1,2,1,4,2,0,3,1,1
Business,Investment Banker,4.5,2,1,3,1,6,1,0,4,3,4,1,1,3,1
Psychology,Zoologist,4.6,4,2,3,1,7,0,1,0,0,3,1,4,4,1
Computer Science,Chemical Engineer,3.8,1,1,2,0,5,1,1,3,4,3,4,3,2,0
Psychology,Acoustics Specialist,2.9,3,0,2,1,9,0,2,2,1,1,3,2,1,0
Physics,Zoologist,2.6,5,2,4,1,4,1,2,1,0,3,4,4,3,1
Architecture,Physical Chemist,3.9,0,1,3,0,6,1,4,1,4,1,4,0,2,1
Engineering,Biotechnologist,3.6,0,2,3,1,4,0,1,0,4,2,1,1,0,0
Physics,Education Administrator,2.8,0,2,1,1,6,1,4,4,0,4,4,0,4,1
Psychology,Illustrator,2.5,8,0,3,1,2,0,4,4,4,2,0,0,0,0
Finance,Physicist,3.8,2,0,4,0,6,1,2,4,2,2,0,1,0,0
Education,Civil Engineer,3.0,6,2,0,1,6,0,0,2,0,3,3,1,3,0
Engineering,Acoustics Specialist,2.8,1,0,1,0,8,0,0,4,0,3,0,2,0,0
Education,Biomedical Engineer,3.0,0,2,0,0,6,0,4,1,4,1,2,3,0,1
Biology,Cybersecurity Analyst,4.2,4,2,3,1,0,0,3,3,3,2,2,1,3,0
Biology,Special Education Teacher,2.6,9,0,2,1,0,1,4,0,2,4,3,3,3,0
Medicine,Aerospace Engineer,3.3,5,0,2,1,3,0,3,2,1,1,1,4,2,1
Business,Architectural Technologist,3.0,3,1,4,0,2,0,1,3,0,2,2,4,0,0
Music,School Counselor,4.0,9,0,2,1,1,1,1,3,2,3,4,2,0,0
Finance,Art Therapist,3.9,8,2,0,1,0,0,0,0,0,3,4,1,0,0
Education,Chemist,2.9,4,0,0,0,0,0,1,1,4,2,4,0,0,1
Chemistry,Acoustics Specialist,4.8,2,2,2,1,2,1,0,3,4,3,2,2,3,0
Business,Animator,3.5,7,1,3,0,4,0,3,0,3,4,1,0,3,1
Biology,Astronomer,3.1,6,2,3,1,0,0,4,0,0,4,2,1,3,0
Music,Conductor,4.4,7,2,2,0,5,1,1,3,0,2,3,0,4,0
Education,Actuary,4.6,4,0,4,1,7,1,2,2,4,2,2,0,0,1
Psychology,Risk Analyst,4.9,5,2,1,1,0,1,0,0,4,0,4,0,2,0
Medicine,Fluid Mechanics Engineer,4.0,9,0,1,1,3,0,0,4,2,3,4,1,2,1
Law,Data Scientist,3.3,4,0,4,1,2,0,3,1,1,1,1,2,2,0
Education,Ecologist,3.1,9,0,4,0,9,0,0,2,1,2,0,3,2,1
Medicine,Brand Manager,4.5,8,1,4,0,2,1,1,0,1,3,0,1,2,1
Computer Science,Risk Analyst,4.7,1,2,1,0,6,0,2,4,3,3,2,3,0,0
Education,Curriculum Developer,3.4,3,1,4,1,9,1,2,0,1,2,3,2,2,1
Music,Manager,5.0,6,2,4,0,8,1,3,3,2,1,4,4,3,1
Biology,Industrial-Organizational Psychologist,3.5,1,1,4,0,6,0,4,0,1,0,1,4,4,1
Art,Marketing Specialist,3.9,3,0,0,1,3,1,4,4,0,3,0,1,2,1
Medicine,Pharmacist,3.3,5,1,4,0,7,1,2,0,0,2,3,2,1,1
Finance,Doctor,3.4,4,2,0,1,3,0,1,1,0,1,1,3,0,1
Business,Financial Controller,3.1,4,2,2,0,7,0,4,1,3,0,0,2,0,0
Computer Science,Music Therapist,4.6,7,2,0,0,7,1,3,4,3,3,1,3,2,1
Finance,Social Media Manager,3.4,1,1,2,0,1,0,4,3,3,3,3,3,0,1
Architecture,Artist,3.1,1,0,2,0,4,0,4,0,1,4,3,0,0,0
Chemistry,Legal Analyst,4.2,9,1,2,1,7,1,4,2,4,1,1,1,0,1
Music,Cybersecurity Analyst,4.9,9,2,2,0,5,0,1,0,2,0,3,1,3,0
Marketing,Art Director,2.5,6,0,2,1,4,0,3,0,3,3,2,3,1,1
Physics,Biologist,3.0,8,0,2,0,9,1,0,3,3,2,4,0,2,1
Business,Biochemist,4.2,4,0,2,1,5,1,0,0,4,4,2,1,3,1
Finance,Lawyer,4.4,5,0,0,0,2,0,0,1,4,0,3,0,1,1
Chemistry,Marketing Specialist,4.7,0,0,3,0,2,1,4,0,0,3,1,2,4,0
Medicine,Chemist,2.8,5,2,1,0,3,1,4,2,0,1,3,1,2,0
Education,Special Education Teacher,4.3,9,0,3,1,2,1,2,3,2,1,2,0,1,1
Business,Microbiologist,2.6,9,0,1,0,1,0,0,2,4,4,4,4,4,0
Education,Credit Analyst,3.4,0,1,3,1,6,0,0,4,4,1,2,3,0,1
Architecture,Psychologist,4.7,2,0,4,1,7,1,1,3,0,1,2,2,3,0
Biology,Judge,3.6,0,0,4,1,2,1,3,2,3,0,4,2,0,0
Architecture,Human Resources Specialist,3.4,8,2,3,1,4,1,2,2,0,1,4,0,0,0
Biology,Zoologist,2.7,7,1,0,0,8,1,1,4,3,0,4,2,3,0
Law,Illustrator,5.0,1,0,3,0,9,1,1,1,4,4,4,4,4,1
Education,Investment Banker,4.6,4,0,3,0,5,1,0,2,2,1,3,3,2,1
Physics,Nuclear Physicist,3.0,3,0,0,1,8,1,4,2,3,1,0,3,1,0
Physics,Biologist,4.2,7,1,4,1,3,1,1,1,4,0,0,2,4,0
Law,Counselor,3.9,4,1,0,0,8,0,3,0,2,0,0,2,1,1
Marketing,Legal Analyst,3.4,4,0,1,0,5,0,2,1,4,4,1,2,1,0
Marketing,Acoustics Specialist,3.6,9,2,1,1,7,1,0,4,1,1,0,0,3,0
Music,Clinical Psychologist,4.5,7,0,0,0,0,1,3,0,2,0,1,3,1,1
Physics,Organic Chemist,3.5,4,2,4,1,3,0,2,1,0,0,2,1,4,0
Psychology,School Psychologist,4.3,1,0,4,0,9,0,3,2,3,3,4,1,0,1
Marketing,Quantum Physicist,4.5,3,1,1,1,6,0,2,4,1,4,1,3,4,0
Physics,Legal Analyst,4.5,5,1,4,1,7,0,3,3,0,3,1,2,4,0
Art,Geneticist,3.6,5,1,1,0,0,1,3,2,3,3,1,4,3,0
Chemistry,Organic Chemist,3.2,7,1,4,0,9,0,3,0,3,1,3,0,2,1
Chemistry,Market Research Analyst,2.9,1,2,1,1,6,0,2,1,0,0,1,4,2,1
Physics,Social Media Manager,4.7,6,2,1,1,8,0,4,2,2,2,0,0,1,0
Medicine,Industrial-Organizational Psychologist,3.9,6,2,2,0,5,0,1,4,3,2,0,1,2,1
Engineering,Chemist,4.7,4,0,0,1,2,1,2,1,1,3,3,0,2,1
Computer Science,Organic Chemist,3.7,5,0,4,1,8,0,1,0,0,4,0,1,2,0
Marketing,Urban Planner,5.0,0,1,0,1,1,1,2,0,0,2,0,0,0,1
Biology,Artist,3.5,2,0,1,1,2,1,2,1,2,4,0,1,0,1
Marketing,Pharmacist,2.6,4,2,4,0,2,0,2,1,3,0,4,1,3,0
Chemistry,Biomedical Engineer,4.9,6,2,1,1,6,0,1,4,3,2,2,4,0,1
Marketing,Surgeon,4.3,0,2,1,1,0,0,2,3,2,1,1,3,0,0
Computer Science,Landscape Architect,5.0,9,0,4,1,0,1,3,4,2,2,0,0,1,1
Education,Industrial-Organizational Psychologist,4.0,0,1,0,1,4,1,0,2,0,3,0,4,3,0
Medicine,Counselor,4.7,6,0,0,0,4,1,0,4,3,2,0,1,1,0
Computer Science,Conductor,2.5,4,2,0,0,2,1,4,0,3,1,0,0,1,1
Psychology,Astronomer,3.6,6,1,4,0,3,1,1,2,1,3,2,2,2,0
Biology,Advertising Manager,3.6,5,1,0,0,5,1,2,2,4,3,1,1,1,1
Finance,Education Administrator,2.9,7,2,4,1,4,1,3,3,0,4,3,4,0,0
Biology,Biotechnologist,3.9,1,1,1,1,9,1,3,1,4,3,2,2,1,0
Business,Education Administrator,3.4,0,2,3,0,4,0,3,1,0,0,1,0,2,0
Finance,Analytical Chemist,3.2,9,2,1,0,0,0,4,3,2,2,3,2,0,0
Physics,Judge,4.8,4,0,2,1,2,1,4,1,2,4,2,4,4,1
Biology,Legal Consultant,2.6,1,0,1,0,1,1,4,0,2,1,3,0,1,1
Education,Physicist,4.2,8,0,2,0,8,1,0,3,1,3,0,1,3,0
Art,Acoustics Specialist,4.3,3,1,4,0,8,0,4,3,1,4,0,3,1,1
Finance,Dentist,4.4,7,2,3,1,9,0,0,3,2,4,3,2,2,0
Architecture,Human Resources Specialist,4.4,1,2,1,0,4,1,4,2,0,2,4,2,3,0
Business,Architectural Technologist,3.2,6,1,1,1,1,1,2,2,3,1,4,4,2,0
Computer Science,Artist,3.8,8,0,0,0,2,1,3,2,2,1,1,0,1,0
Architecture,Data Scientist,4.9,9,2,4,0,9,0,3,2,4,4,4,2,4,0
Computer Science,Psychologist,4.4,8,2,0,1,2,1,4,1,1,1,2,1,0,0
Computer Science,Forensic Psychologist,3.2,9,0,1,0,8,1,0,3,2,0,4,1,3,1
Physics,Biologist,4.0,9,0,4,0,3,0,3,1,2,0,2,0,2,0
Marketing,Marketing Manager,4.2,9,0,2,1,4,0,2,0,3,0,3,1,3,1
Computer Science,Marketing Specialist,2.7,4,1,1,1,0,1,4,4,2,3,3,1,3,1
Physics,Digital Marketing Specialist,2.8,5,0,3,1,9,0,0,2,0,4,4,1,4,1
Business,Landscape Architect,4.5,4,1,1,0,0,1,4,1,1,3,3,0,4,0
Education,Curriculum Developer,2.6,1,1,3,1,7,1,2,2,3,1,2,2,1,0
Medicine,Manager,4.9,4,1,3,0,1,0,2,3,2,3,2,4,1,0
Finance,Lawyer,4.7,8,1,1,1,9,0,4,2,0,3,3,0,3,0
Music,Art Therapist,3.6,6,0,0,0,8,0,4,0,3,3,3,2,4,0
Biology,Landscape Architect,4.9,4,0,1,0,4,1,1,2,4,1,2,1,4,0
Engineering,Web Developer,4.6,3,2,3,0,6,0,4,1,2,0,3,4,3,0
Biology,Advertising Manager,4.6,3,2,3,1,3,1,3,0,0,3,0,3,2,0
Psychology,Microbiologist,5.0,3,0,3,0,4,0,3,0,2,3,3,1,0,0
Medicine,Quantum Physicist,3.3,3,2,3,1,4,0,1,3,2,3,3,3,4,1
Marketing,Architect,4.7,4,0,0,0,0,1,4,2,1,2,1,3,4,0
Finance,Astronomer,3.5,7,1,3,1,8,0,2,3,4,0,4,2,1,1
Marketing,Animator,3.6,9,0,2,1,9,1,0,2,2,4,0,0,4,0
Psychology,Nuclear Physicist,3.8,6,0,2,0,1,1,2,2,2,0,0,1,4,0
Law,Market Research Analyst,2.7,6,1,4,0,1,0,2,4,0,2,1,0,0,0
Law,Art Therapist,3.5,8,2,0,0,2,0,0,0,1,4,3,0,0,0
Psychology,Analytical Chemist,3.4,6,0,0,1,7,0,3,0,0,1,0,0,0,0
Marketing,Actuary,4.5,9,2,2,0,6,1,1,2,1,1,2,2,2,0
Biology,Sound Engineer,4.6,5,0,4,0,7,0,4,1,2,3,1,4,1,0
Law,Chemist,3.3,1,2,3,0,0,0,0,4,3,2,4,3,0,1
Physics,Web Developer,4.0,6,0,4,1,8,0,1,4,0,0,1,3,4,1
Computer Science,Marketing Specialist,4.0,2,2,3,0,5,0,0,4,0,0,4,3,4,1
Computer Science,Aerospace Engineer,4.2,3,2,3,0,9,0,3,4,0,2,1,1,0,0
Biology,Accountant,3.8,2,2,3,1,1,1,3,0,2,3,0,4,1,0
Psychology,Game Developer,3.8,1,1,4,1,3,0,3,1,4,2,2,4,2,1
Medicine,Financial Advisor,4.2,7,2,3,0,4,0,3,4,3,1,4,2,2,0
Music,Landscape Architect,4.3,5,2,3,1,6,0,2,1,3,1,0,1,2,0
Business,Market Research Analyst,3.9,0,0,4,0,2,1,2,3,1,1,2,0,3,0
Engineering,Market Research Analyst,3.2,0,1,3,1,9,0,0,4,2,2,2,3,0,0
Computer Science,Digital Marketing Specialist,3.3,9,0,0,0,0,1,3,0,2,4,3,3,0,0
Architecture,Graphic Designer,4.2,4,2,0,1,2,1,2,4,1,1,4,2,1,1
Business,Clinical Psychologist,4.5,6,2,1,0,5,1,2,0,2,4,2,2,1,1
Finance,Music Therapist,3.1,9,2,0,1,3,0,3,2,4,1,1,2,4,1
Engineering,Architectural Technologist,4.5,9,1,4,1,3,1,1,0,4,3,2,2,0,0
Law,Construction Manager,2.8,5,1,1,1,7,0,4,3,3,0,4,2,4,1
Education,Acoustics Specialist,5.0,0,0,1,0,7,0,3,2,1,3,3,4,2,0
Chemistry,School Counselor,4.8,2,0,3,1,5,1,2,2,0,4,3,3,0,0
Music,Accountant,4.2,6,0,3,0,4,1,0,4,4,4,0,3,2,0
Engineering,Electrical Engineer,4.9,8,1,0,0,8,1,3,3,3,4,2,4,2,0
Architecture,Data Scientist,4.0,4,0,1,1,4,1,3,3,1,0,2,3,4,1
Law,Surgeon,4.7,1,0,3,0,9,1,2,4,3,4,3,0,4,0
Music,Legal Secretary,3.6,2,1,3,1,4,0,4,4,1,1,1,4,1,1
Physics,Pharmacist,4.3,5,1,4,1,7,1,4,3,1,1,2,4,0,1
Psychology,Composer,3.0,6,1,2,1,2,1,2,2,0,2,0,2,4,0
Art,Paralegal,3.3,0,0,3,0,0,1,3,4,2,2,2,3,1,1
Engineering,Inorganic Chemist,2.5,4,2,2,0,4,0,0,4,0,4,1,4,2,0
Physics,Curriculum Developer,4.9,7,1,3,0,1,0,2,0,0,4,1,3,0,1
Physics,Web Developer,4.1,4,0,3,0,2,0,3,3,1,4,1,1,1,0
Music,Architectural Technologist,4.0,6,2,2,1,1,1,2,2,4,1,4,3,2,0
Engineering,Biologist,2.7,8,1,1,0,3,1,4,3,4,2,3,2,0,0
Education,Legal Consultant,3.3,9,0,4,1,1,1,1,2,2,3,2,2,2,1
Music,Entrepreneur,3.7,7,2,4,0,6,1,4,4,0,3,0,2,1,0
Marketing,Construction Manager,4.8,3,1,4,0,8,0,0,0,2,2,0,3,0,0
Law,Physical Chemist,4.1,5,0,2,1,9,0,2,3,3,0,3,1,4,0
Architecture,Composer,3.9,9,0,3,1,9,0,1,1,4,0,2,1,0,0
Physics,Interior Designer,4.5,9,1,4,1,2,0,2,2,1,2,4,4,4,1
Business,Forensic Psychologist,4.3,0,0,2,0,4,0,3,0,2,2,4,1,3,1
Architecture,Physicist,3.4,3,1,0,1,1,1,2,0,4,2,3,4,1,1
Marketing,Ecologist,4.1,0,0,0,0,5,1,4,4,3,1,4,4,0,1
Finance,Credit Analyst,4.0,6,2,2,0,4,1,0,2,0,2,4,3,4,0
Law,Aerospace Engineer,4.5,4,2,1,1,0,1,3,2,3,2,3,0,1,0
Education,Biologist,3.8,7,2,2,1,9,0,4,3,1,1,2,2,4,1
Biology,Actuary,5.0,2,2,0,1,1,0,3,4,0,2,1,4,4,0
Engineering,Chemist,3.0,6,0,4,1,3,1,4,0,4,0,4,4,1,0
Art,Organic Chemist,3.7,5,1,1,0,9,0,3,1,0,0,1,3,1,1
Art,Legal Secretary,3.2,9,0,2,0,6,0,3,2,3,1,4,4,4,0
Engineering,Animator,4.4,3,0,0,1,5,1,1,0,2,2,4,0,3,1
Engineering,Inorganic Chemist,4.2,9,1,3,1,1,1,0,3,4,2,4,1,0,1
Education,Human Resources Specialist,3.0,7,1,1,0,0,0,3,4,4,1,3,2,0,0
Computer Science,Legal Secretary,2.7,1,1,1,1,9,0,4,0,2,0,0,3,2,0
Architecture,Musician,3.7,0,0,0,1,0,1,4,0,3,2,0,1,3,1
Architecture,Nurse,3.9,6,1,4,1,6,0,2,0,4,1,1,1,4,0
Psychology,Music Therapist,4.9,3,0,2,0,9,0,1,4,3,4,2,0,2,1
Medicine,Legal Consultant,3.3,7,2,2,0,3,0,0,2,3,2,1,2,0,1
Psychology,Risk Analyst,4.4,2,1,1,1,5,0,3,4,4,2,3,3,0,1
Chemistry,Surgeon,3.9,9,2,1,0,5,1,0,3,3,3,1,0,3,1
Marketing,Illustrator,2.7,3,2,1,1,0,1,3,4,3,0,4,4,0,1
Physics,Zoologist,4.0,6,1,2,1,6,1,2,0,4,0,0,3,3,1
Engineering,Financial Controller,3.0,7,1,4,1,1,0,1,0,0,4,1,3,2,0
Education,Organic Chemist,2.6,0,2,4,1,6,0,1,3,1,3,3,0,3,1
Psychology,Astronomer,2.9,4,0,4,0,1,0,4,1,3,4,4,4,0,0
Engineering,Physician Assistant,3.5,4,1,4,0,0,0,0,3,2,4,2,0,1,0
Marketing,Civil Engineer,3.7,8,1,1,1,9,1,2,2,3,4,1,1,3,1
Physics,Marketing Manager,3.9,4,0,3,1,5,0,4,2,2,1,3,0,1,1
Education,Financial Controller,4.8,1,0,3,0,9,1,2,2,4,4,0,4,3,1
Biology,Organic Chemist,3.6,1,1,4,1,8,0,1,3,1,4,3,0,1,1
Law,Lawyer,2.8,7,0,4,1,0,1,2,3,2,2,2,2,1,1
Medicine,Analytical Chemist,3.7,5,2,0,0,3,1,0,0,0,3,0,3,3,0
Law,Entrepreneur,3.8,2,2,2,1,1,1,0,4,0,3,1,1,1,1
Business,Actuary,4.1,7,1,0,1,7,1,1,3,0,4,0,3,0,0
Marketing,Financial Controller,2.7,1,1,4,0,0,1,3,4,0,0,0,3,1,0
Engineering,Physicist,4.7,0,0,0,0,5,0,2,0,4,4,3,1,4,1
Physics,Clinical Psychologist,4.9,1,1,4,0,6,1,3,0,4,1,1,4,3,0
Psychology,Psychologist,5.0,6,0,4,1,3,1,3,0,4,4,0,3,3,0
Biology,Actuary,4.2,5,1,0,0,8,1,3,4,4,0,0,4,2,0
Law,Game Developer,4.2,6,2,4,0,9,0,1,3,1,0,1,1,3,0
Business,Biochemist,3.6,6,2,0,0,2,1,4,3,3,1,4,4,4,0
Chemistry,Teacher,4.6,2,1,1,1,2,0,0,1,4,3,0,2,4,1
Medicine,Brand Manager,4.0,8,2,4,0,4,1,4,3,2,2,1,1,0,1
Medicine,Advertising Manager,3.0,3,1,1,0,1,0,4,0,0,4,3,4,2,0
Architecture,Pharmacist,3.9,4,1,1,0,8,1,0,2,3,4,1,0,0,1
Marketing,Animator,3.5,6,0,3,0,6,1,2,1,1,2,3,3,4,1
Engineering,Art Therapist,3.8,5,1,0,1,8,0,4,4,2,4,0,1,4,1
Psychology,Legal Secretary,3.0,8,2,1,0,4,0,3,3,2,3,3,4,3,1
Chemistry,Architect,3.5,1,0,0,1,4,1,0,2,1,4,4,3,0,0
Law,Data Scientist,4.9,2,0,4,0,2,0,1,0,3,0,1,3,1,0
Medicine,Legal Analyst,4.8,7,1,4,0,2,1,4,4,0,2,1,4,0,0
Psychology,Web Developer,3.4,9,0,2,1,6,1,0,3,1,2,3,3,0,1
Music,Physical Chemist,4.2,7,0,1,0,1,1,2,2,3,4,1,4,2,0
Business,Financial Analyst,4.3,8,2,2,1,2,0,0,0,3,3,2,1,3,0
Computer Science,Pharmacist,4.5,0,0,3,1,5,1,0,1,1,2,3,2,2,1
Architecture,Forensic Psychologist,2.7,8,0,1,1,3,1,4,0,4,0,0,0,1,0
Engineering,Advertising Manager,4.6,3,0,4,0,4,0,2,4,4,3,2,3,4,1
Finance,Game Developer,2.7,9,2,0,0,9,0,3,4,2,0,4,0,3,0
Art,Sound Engineer,3.2,0,1,4,1,6,0,3,4,1,2,2,4,2,0
Biology,Organic Chemist,3.3,9,1,4,0,3,1,0,1,3,4,1,2,3,1
Engineering,Ecologist,4.3,2,0,3,0,1,0,0,0,3,4,4,2,2,1
Law,Biomedical Engineer,4.4,9,2,2,1,4,0,2,3,4,4,2,0,0,0
Business,Special Education Teacher,4.8,8,0,0,1,1,1,2,2,3,2,1,1,4,1
Art,Animator,3.0,7,2,3,0,4,1,1,0,2,1,3,3,0,0
Physics,Animator,3.5,4,1,2,0,5,1,4,2,2,3,0,0,1,0
Art,Chemical Engineer,3.4,2,2,0,1,4,1,0,0,1,4,0,3,3,1
Biology,Digital Marketing Specialist,3.7,5,0,1,1,8,1,2,3,2,1,4,0,0,0
Chemistry,Digital Marketing Specialist,4.7,8,1,3,1,6,1,1,3,1,3,4,3,0,0
Law,Marketing Manager,4.6,0,1,0,0,6,1,3,2,0,2,2,4,0,1
Education,Brand Manager,4.9,4,0,3,1,7,0,2,1,3,0,1,4,0,0
Medicine,Nuclear Physicist,2.9,8,2,1,1,3,0,4,1,0,0,1,3,2,0
Chemistry,Forensic Psychologist,4.6,6,2,2,1,7,1,0,0,2,4,0,0,1,1
Biology,Physicist,4.2,7,1,4,0,7,0,1,4,4,0,2,1,4,0
Engineering,Counselor,3.0,3,0,0,1,5,0,1,1,2,4,1,4,4,1
Education,Nurse,4.3,6,0,2,1,0,1,3,3,1,3,3,1,1,0
Biology,Legal Analyst,4.2,3,2,0,1,2,0,1,2,2,1,4,3,2,0
Finance,AI Researcher,3.0,6,1,3,1,4,0,1,4,0,3,0,1,4,0
Architecture,School Psychologist,3.4,7,2,4,1,3,1,1,2,4,3,0,0,2,0
Music,Art Director,4.2,7,0,4,1,5,0,3,4,3,3,3,4,1,0
Finance,Ecologist,2.7,3,0,0,1,9,1,2,0,0,1,0,3,4,1
Engineering,Actuary,3.0,8,1,0,1,0,0,2,1,4,1,1,3,2,0
Engineering,Curriculum Developer,4.0,4,2,3,1,3,1,1,3,4,2,3,3,4,1
Law,Chemist,3.6,5,2,2,1,9,0,4,2,0,2,0,4,2,1
Biology,Marketing Specialist,3.5,8,2,1,1,5,1,3,1,2,2,4,1,3,0
Business,Curriculum Developer,4.8,8,2,3,0,9,0,2,1,2,4,4,4,0,0
Biology,Landscape Architect,2.6,5,1,3,1,6,0,3,0,4,3,0,0,2,0
Physics,School Psychologist,4.9,5,2,1,1,6,0,1,4,1,3,3,0,2,0
Business,Marketing Manager,3.8,4,0,4,0,7,0,0,4,4,3,4,0,0,1
